,0,1,2
887,0,3,53
888,0,3,53
889,19,3,53
890,18,3,54
891,17,3,55
892,17,3,55
893,17,3,59
894,17,3,58
895,19,2,57
896,20,2,58
897,19,2,58
898,0,2,57
899,0,2,59
900,0,2,56
901,5,2,56
902,16,2,57
903,15,2,56
904,14,2,58
905,11,2,55
906,4,3,57
907,21,3,56
908,18,3,56
909,0,3,59
910,84,3,55
911,84,3,58
912,80,2,56
913,21,3,55
914,18,3,59
915,16,3,55
916,15,3,57
917,15,3,56
918,10,3,56
919,15,3,58
920,0,3,55
921,0,2,58
922,0,3,57
923,0,3,56
924,16,3,55
925,15,3,55
926,15,3,58
927,14,3,55
928,13,2,56
929,8,3,56
930,0,3,54
931,18,3,58
932,18,3,56
933,16,3,56
934,15,3,57
935,0,0,56
936,30,3,59
937,35,3,55
938,20,3,56
939,15,3,56
940,0,0,55
941,0,0,58
942,0,0,54
943,0,0,56
944,0,0,55
945,0,0,56
946,0,0,58
947,0,0,55
948,0,0,56
949,0,0,56
950,0,0,56
951,0,0,58
952,0,0,56
953,0,0,57
954,0,0,57
955,0,0,56
956,0,0,57
957,0,0,55
958,0,0,55
959,0,0,55
960,0,0,54
961,0,0,57
962,17,3,54
963,19,3,55
964,8,3,54
965,11,3,55
966,13,3,57
967,15,3,54
968,17,3,55
969,17,3,54
970,17,3,55
971,16,3,57
972,17,3,54
973,16,3,55
974,16,3,54
975,16,3,55
976,17,3,57
977,18,3,54
978,21,3,56
979,21,3,55
980,30,3,55
981,23,3,56
982,14,3,54
983,15,3,56
984,15,3,54
985,17,3,54
986,18,3,56
987,18,3,53
988,18,3,56
989,18,3,54
990,17,3,54
991,16,3,55
992,15,3,54
993,14,3,56
994,10,3,53
995,0,0,55
996,0,3,55
997,0,0,53
998,15,3,56
999,13,3,53
1000,13,3,55
1001,15,3,55
1002,14,3,54
1003,15,3,57
1004,16,3,54
1005,17,3,55
1006,17,3,55
1007,17,3,54
1008,17,3,57
1009,17,3,54
1010,17,2,56
1011,0,0,56
1012,0,0,55
1013,0,0,57
1014,0,0,54
1015,0,0,55
1016,0,0,55
1017,0,0,54
1018,15,3,56
1019,0,0,53
1020,19,3,55
1021,20,3,54
1022,19,3,53
1023,17,3,55
1024,18,3,52
1025,19,3,54
1026,19,3,54
1027,19,3,54
1028,17,3,55
1029,17,3,53
1030,17,3,56
1031,17,3,54
1032,17,3,54
1033,16,3,53
1034,0,0,52
1035,0,0,51
1036,0,0,52
1037,0,0,53
1038,18,3,54
1039,0,0,53
1040,0,0,55
1041,0,3,53
1042,0,0,53
1043,0,3,53
1044,0,0,52
1045,0,0,55
1046,16,3,53
1047,0,3,53
1048,15,3,53
1049,14,3,52
1050,0,0,54
1051,0,0,52
1052,0,3,53
1053,0,0,52
1054,0,0,51
1055,0,3,54
1056,0,3,52
1057,15,3,53
1058,15,3,53
1059,0,0,51
1060,15,3,54
1061,15,3,52
1062,15,3,53
1063,16,3,53
1064,16,3,52
1065,15,3,54
1066,17,3,51
1067,18,3,52
1068,18,3,52
1069,16,3,51
1070,18,3,53
1071,25,3,52
1072,83,3,53
1073,84,3,52
1074,84,3,52
1075,83,3,53
1076,84,3,52
1077,84,3,54
1078,84,3,52
1079,84,3,51
1080,84,3,52
1081,84,3,50
1082,84,3,53
1083,84,3,51
1084,84,3,51
1085,84,3,52
1086,84,3,51
1087,84,3,53
1088,84,3,52
1089,84,3,52
1090,84,3,53
1091,84,3,51
1092,0,3,53
1093,0,3,51
1094,0,0,51
1095,0,0,52
1096,0,0,51
1097,0,0,54
1098,0,0,52
1099,0,0,52
1100,0,0,52
1101,0,0,51
1102,0,0,54
1103,0,0,52
1104,0,0,52
1105,0,0,52
1106,0,0,50
1107,0,0,53
1108,0,0,51
1109,0,0,52
1110,0,0,51
1111,0,0,50
1112,0,0,52
1113,0,0,50
1114,0,0,52
1115,0,0,51
1116,0,0,51
1117,0,0,53
1118,0,0,51
1119,0,0,52
1120,0,0,52
1121,0,0,50
1122,0,0,52
1123,0,0,50
1124,0,0,52
1125,0,0,51
1126,0,0,51
1127,0,0,52
1128,0,0,51
1129,0,0,53
1130,0,0,52
1131,0,0,51
1132,0,0,52
1133,0,0,50
1134,0,0,52
1135,0,0,50
1136,0,0,50
1137,0,0,50
1138,0,0,49
1139,0,0,52
1140,0,0,50
1141,0,0,51
1142,0,0,52
1143,0,0,51
1144,0,0,53
1145,0,0,51
1146,0,0,52
1147,0,0,52
1148,0,0,50
1149,0,0,54
1150,0,0,51
1151,0,0,52
1152,0,0,51
1153,0,0,50
1154,0,0,52
1155,0,0,50
1156,0,0,51
1157,0,0,51
1158,0,0,50
1159,0,0,52
1160,0,0,50
1161,0,0,51
1162,0,0,51
1163,0,0,50
1164,0,0,52
1165,0,0,50
1166,0,0,51
1167,0,0,51
1168,0,0,51
1169,0,0,53
1170,0,0,50
1171,0,0,52
1172,0,0,50
1173,0,0,50
1174,0,0,52
1175,0,0,49
1176,0,0,51
1177,0,0,50
1178,0,0,50
1179,0,0,52
1180,0,0,49
1181,0,0,51
1182,0,0,50
1183,0,0,50
1184,0,0,51
1185,0,0,49
1186,0,0,52
1187,0,0,50
1188,0,0,50
1189,0,0,51
1190,0,0,49
1191,0,0,51
1192,0,0,49
1193,0,0,50
1194,0,0,51
1195,0,0,49
1196,0,0,51
1197,0,0,49
1198,0,0,50
1199,0,0,50
1200,0,0,50
1201,0,0,52
1202,0,0,50
1203,0,0,50
1204,0,0,50
1205,0,0,49
1206,0,0,52
1207,0,0,50
1208,0,0,50
1209,0,0,49
1210,0,0,48
1211,0,0,51
1212,0,0,48
1213,0,0,50
1214,0,0,49
1215,0,0,49
1216,0,0,52
1217,0,0,49
1218,0,0,50
1219,0,0,49
1220,0,0,49
1221,0,0,51
1222,0,0,48
1223,0,0,50
1224,0,0,49
1225,0,0,50
1226,0,0,51
1227,0,0,48
1228,0,0,50
1229,0,0,48
1230,0,0,49
1231,0,0,50
1232,0,0,48
1233,0,0,50
1234,0,0,48
1235,0,0,49
1236,0,0,50
1237,0,0,48
1238,0,0,49
1239,0,0,47
1240,0,0,48
1241,0,0,49
1242,0,0,47
1243,0,0,51
1244,0,0,48
1245,0,0,50
1246,0,0,50
1247,0,0,49
1248,0,0,51
1249,0,0,48
1250,0,0,50
1251,0,0,50
1252,0,0,50
1253,0,0,51
1254,0,0,48
1255,0,0,50
1256,0,0,50
1257,0,0,49
1258,0,0,51
1259,0,0,48
1260,0,0,50
1261,0,0,50
1262,0,0,49
1263,0,0,51
1264,0,0,48
1265,0,0,49
1266,0,0,49
1267,0,0,48
1268,0,0,50
1269,0,0,47
1270,0,0,49
1271,0,0,48
1272,0,0,48
1273,0,0,51
1274,0,0,48
1275,0,0,50
1276,0,0,48
1277,0,0,49
1278,0,0,50
1279,0,0,48
